ID,medv
3,24.02637874887809
6,24.11580506195445
8,24.63776984520351
9,23.73436869106412
10,24.01494062423767
18,23.43853144525824
20,23.7066883763661
25,23.92985407377615
26,18.36624390126932
27,22.89211309837642
29,23.64847114437531
30,23.15960718922427
33,13.74241594381588
34,21.71932317202902
36,24.13313360787719
37,22.87058498369748
38,23.99181427268894
42,23.19463066321221
49,23.73225671490052
53,25.08087950363769
60,25.33169071434618
63,25.53718178937456
70,24.54783547907934
72,22.54763170617204
79,23.19448212838638
80,23.75637240213773
83,25.30640991242124
92,24.03119399937153
93,25.35053057092741
96,21.82553482437865
98,24.37746646388032
99,23.9431055356397
100,24.23115650925527
105,23.85521585415203
106,23.85973900282806
111,23.66262281323069
113,23.8304945191733
114,23.94151069145715
116,20.78560778929568
126,23.28604887976058
130,23.80966058838421
131,23.89576729650515
133,23.36772390171212
136,23.74453496009619
141,23.11364600719454
144,23.59136523852411
145,23.49965439852157
147,10.10338035695773
152,20.62825317479711
153,20.68585433803393
156,5.119959639124646
158,22.19338105044295
163,23.86299459443189
169,17.97692683197759
185,23.86901381571887
186,23.53116427374689
189,25.43658209035598
196,28.1451263084262
197,28.2163923631484
199,27.88729701240483
200,28.84174372786181
203,28.161735579089
208,23.43378527203118
210,23.91035915933286
211,23.80998557579214
213,23.46113126937107
216,23.73990861380144
218,23.91041130852087
219,23.9759522139266
220,23.98922783576636
221,23.91621807994685
229,22.77818506265933
232,23.03271404366176
238,23.857887951797
239,24.40424599288162
240,24.79080811456447
242,25.44590572870954
246,24.54999155611944
248,24.05921692587052
253,24.40164723394704
255,27.90560286295675
256,27.88589044152123
257,28.18571941000024
258,24.98271052544696
259,24.58949057827354
260,25.13298498590204
268,24.47899315682838
270,24.71188517875561
271,24.44473969275843
276,26.25291506594976
277,25.74962328513414
278,25.91820922595804
279,26.06388229548071
281,24.79403122297914
288,26.69352459352122
290,25.05402724688604
292,28.255573668627
295,23.86052032219551
296,23.91339647228995
299,25.8300742616242
300,25.9817922929501
301,27.34522468123104
308,25.99497279850114
314,24.00694143353441
315,24.13948283915607
320,23.89281980908943
322,24.11716984783257
323,24.06270531033359
324,23.75141390929416
327,23.97943033361479
330,22.47753402803292
332,25.42676765438314
333,23.60392958986742
336,24.03146009782793
338,23.98896742021616
346,23.28332044270748
347,21.97349156618865
351,26.19735731553661
352,25.55536193112969
354,28.12262362878396
355,27.23103834535606
356,26.87841880087641
362,20.94960095747645
364,21.06073007694796
365,21.40831500528234
370,22.76114647597881
376,23.72199898025588
379,23.39130796579399
380,23.3112890717902
381,23.15117131031498
382,23.53223426946738
386,23.23562823033445
389,21.81374673352672
391,23.52867820129026
394,23.69847310820489
396,23.38724066232699
398,23.3764388143699
400,19.62471894015311
403,22.33888461494624
405,19.02225841245567
406,22.43551196347022
407,21.80604314839204
410,10.42140181871403
411,-0.240278386111606
412,1.649010714463913
413,0.8539935981036629
417,0.6696494750683624
421,19.00744520654646
422,19.05432963554254
423,17.29620316236358
424,-0.4317496240126676
427,0.9255129588825844
431,4.623591896259845
436,6.103989412330924
437,1.235691401751402
439,3.26295454448268
447,18.89210875246275
450,18.02005914696394
451,-0.3446674602178623
455,-0.002505184990439779
457,0.2027847224100164
471,23.64387344673574
474,22.32948831628277
476,17.79726759317383
483,23.76279603698826
486,23.1096059119655
490,20.2266316588957
495,23.74586584683761
496,23.32819747559774
497,23.72195722768322
499,23.90875693992441
501,23.96051022443201
505,24.11765452008487
